customer_id,customer_created_date,age_group,canton,customer_type,preferred_contact_method,lead_source
C035179,2023-03-15,35-44,BL,Private,Phone,Paid Search
C035180,2023-02-16,35-44,VS,Private,Phone,Paid Search
C035181,2020-12-17,55-64,VD,Private,SMS,Direct
C035182,2021-01-25,35-44,ZH,Private,Email,Dealer Referral
C035183,2021-08-26,18-24,GE,Private,Phone,Direct
C035184,2022-09-08,35-44,LU,Private,Phone,Social Media
C035185,2021-09-05,55-64,ZH,Private,Phone,Partner
C035186,2024-10-31,65+,BS,Private,SMS,Partner
C035187,2022-10-31,35-44,BE,Private,WhatsApp,Organic Search
C035188,2022-12-03,25-34,VS,Private,Email,Partner
C035189,2023-10-09,55-64,SG,Private,Phone,Organic Search
C035190,2025-02-03,25-34,ZH,Private,WhatsApp,Social Media
C035191,2022-05-29,45-54,BE,Private,Email,Organic Search
C035192,2021-09-26,25-34,ZG,Private,WhatsApp,Dealer Referral
C035193,2022-02-20,55-64,BE,Private,Email,Organic Search
C035194,2023-09-22,35-44,AG,Private,Email,Organic Search
C035195,2020-06-11,55-64,VD,Private,Email,Organic Search
C035196,2024-06-17,45-54,ZH,Private,Phone,Partner
C035197,2023-04-26,45-54,BE,Private,Phone,Organic Search
C035198,2022-05-16,55-64,ZH,Private,WhatsApp,Paid Search
C035199,2020-11-01,45-54,VD,Private,SMS,Organic Search
C035200,2023-06-25,55-64,FR,Private,Email,Organic Search
C035201,2022-04-07,35-44,TG,Private,WhatsApp,Direct
C035202,2022-11-06,25-34,BL,Private,SMS,Direct
C035203,2023-11-02,45-54,SG,Private,WhatsApp,Direct
C035204,2021-01-08,35-44,LU,Business,WhatsApp,Organic Search
C035205,2023-08-09,35-44,ZH,Business,WhatsApp,Partner
C035206,2022-11-25,55-64,BE,Private,Email,Direct
C035207,2023-04-12,55-64,AG,Private,SMS,Paid Search
C035208,2022-09-29,45-54,AG,Private,SMS,Partner
C035209,2020-03-01,65+,ZH,Private,WhatsApp,Social Media
C035210,2024-08-18,35-44,ZH,Private,WhatsApp,Organic Search
C035211,2022-12-01,18-24,ZH,Private,SMS,Dealer Referral
C035212,2022-02-20,45-54,,Private,Email,Dealer Referral
C035213,2022-09-19,25-34,GR,Private,Phone,Dealer Referral
C035214,2022-01-05,35-44,AG,Private,WhatsApp,Direct
C035215,2021-08-22,35-44,SH,Private,Email,Social Media
C035216,2022-04-05,35-44,NW,Private,Email,Paid Search
C035217,2022-02-23,45-54,ZH,Private,WhatsApp,Partner
C035218,2020-07-28,25-34,LU,Private,Email,Social Media
C035219,2021-01-08,35-44,ZH,Private,Email,Paid Search
C035220,2022-03-05,55-64,ZH,Private,Email,Paid Search
C035221,2023-09-02,18-24,ZH,Private,Phone,Social Media
C035222,2021-12-01,35-44,SH,Private,SMS,Paid Search
C035223,2024-01-08,65+,BS,Private,Phone,Direct
C035224,2024-06-20,45-54,NE,Private,Email,Direct
C035225,2022-12-20,55-64,SO,Fleet,Email,Dealer Referral
C035226,2024-07-12,18-24,NE,Private,Phone,Partner
C035227,2019-12-18,45-54,GE,Private,Email,Organic Search
C035228,2022-05-02,45-54,ZH,Private,Email,Organic Search
C035229,2020-12-25,55-64,BE,Private,Email,Direct
C035230,2022-05-25,18-24,ZH,Private,Email,Social Media
C035231,2022-08-19,65+,BL,Private,SMS,Organic Search
C035232,2022-08-14,45-54,VS,Private,Email,Organic Search
C035233,2022-11-28,55-64,TI,Private,Email,Paid Search
C035234,2020-12-04,65+,GL,Private,Email,Direct
C035235,2025-05-02,35-44,AG,Private,Phone,Partner
C035236,2021-09-20,25-34,SG,Private,Email,Organic Search
C035237,2021-04-11,55-64,NE,Private,Email,Paid Search
C035238,2024-05-12,45-54,BE,Fleet,WhatsApp,Paid Search
C035239,2022-12-16,65+,SG,Private,Email,Dealer Referral
C035240,2020-04-07,55-64,VD,Private,Phone,Organic Search
C035241,2021-02-28,35-44,TI,Private,Email,Direct
C035242,2023-10-23,35-44,VD,Business,Phone,Dealer Referral
C035243,2023-03-01,35-44,SG,Private,Email,Direct
C035244,2023-06-30,35-44,AG,Private,WhatsApp,Paid Search
C035245,2023-06-23,25-34,GL,Private,Email,Paid Search
C035246,2021-11-08,55-64,BE,Private,WhatsApp,Dealer Referral
C035247,2023-09-21,35-44,VD,Private,WhatsApp,Dealer Referral
C035248,2021-09-17,25-34,SH,Private,Phone,Dealer Referral
C035249,2020-09-08,45-54,SG,Business,Phone,Dealer Referral
C035250,2021-05-31,65+,ZH,Business,Email,Paid Search
C035251,2024-01-01,45-54,TI,Private,Email,Organic Search
C035252,2020-12-06,35-44,VD,Business,WhatsApp,Organic Search
C035253,2023-06-17,55-64,ZH,Business,SMS,Organic Search
C035254,2021-11-29,25-34,TI,Business,Email,Paid Search
C035255,2023-03-15,25-34,GE,Private,Phone,Direct
C035256,2024-05-17,25-34,VD,Private,Email,Social Media
C035257,2020-12-26,35-44,ZH,Private,Email,Direct
C035258,2024-01-16,35-44,ZH,Private,WhatsApp,Organic Search
C035259,2024-10-02,25-34,GR,Business,SMS,Paid Search
C035260,2022-04-05,65+,TI,Private,Email,Paid Search
C035261,2024-08-12,35-44,VD,Private,SMS,Direct
C035262,2023-01-22,18-24,TI,Private,SMS,Organic Search
C035263,2024-08-06,18-24,ZG,Private,Phone,Organic Search
C035264,2024-02-27,35-44,SG,Private,Email,Partner
C035265,2023-01-27,55-64,SG,Private,Email,Dealer Referral
C035266,2021-07-21,45-54,TI,Private,SMS,Paid Search
C035267,2023-03-14,25-34,SG,Private,Phone,Organic Search
C035268,2022-05-28,65+,FR,Business,Email,Organic Search
C035269,2023-07-30,25-34,TG,Private,WhatsApp,Direct
C035270,2023-11-16,35-44,LU,Business,Phone,Partner
C035271,2021-08-07,35-44,ZH,Private,Phone,Paid Search
C035272,2022-05-05,35-44,BE,Private,Phone,Partner
C035273,2022-01-23,18-24,TI,Private,Email,Dealer Referral
C035274,2019-12-18,35-44,ZH,Private,WhatsApp,Organic Search
C035275,2021-12-26,35-44,BE,Private,Phone,Paid Search
C035276,2023-02-06,55-64,BE,Private,Phone,Paid Search
C035277,2019-12-13,35-44,GE,Business,WhatsApp,Organic Search
C035278,2022-01-11,45-54,GR,Private,Email,Paid Search
C035279,2020-10-09,65+,TG,Private,Email,Dealer Referral
C035280,2023-01-02,55-64,BE,Private,Email,Paid Search
C035281,2022-02-15,45-54,BE,Private,WhatsApp,Paid Search
C035282,2021-12-28,25-34,SG,Business,Phone,Dealer Referral
C035283,2021-06-29,55-64,VD,Private,Email,Dealer Referral
C035284,2020-12-21,65+,ZH,Private,Email,Social Media
C035285,2022-06-13,25-34,NE,Business,Email,Organic Search
C035286,2022-06-11,55-64,ZH,Private,WhatsApp,Social Media
C035287,2022-10-29,45-54,TG,Private,WhatsApp,Paid Search
C035288,2024-09-16,25-34,VD,Private,Phone,Paid Search
C035289,2020-08-11,35-44,JU,Private,SMS,Direct
C035290,2023-07-06,45-54,BE,Private,Email,Partner
C035291,2023-05-15,18-24,ZH,Fleet,Email,Partner
C035292,2022-04-21,35-44,ZH,Private,WhatsApp,Organic Search
C035293,2023-12-21,45-54,ZH,Private,Email,Direct
C035294,2022-12-01,25-34,BL,Private,Email,Direct
C035295,2022-01-22,35-44,TG,Private,Email,Direct
C035296,2021-11-19,65+,VS,Private,Email,Direct
C035297,2023-01-20,35-44,GE,Private,Phone,Organic Search
C035298,2022-01-24,35-44,GL,Private,Email,Organic Search
C035299,2024-02-27,45-54,ZH,Private,Phone,Direct
C035300,2020-10-27,18-24,AG,Private,WhatsApp,Organic Search
C035301,2021-09-25,18-24,ZH,Private,Phone,Organic Search
C035302,2023-06-10,45-54,AG,Private,WhatsApp,Organic Search
C035303,2020-11-07,65+,AR,Private,WhatsApp,Direct
C035304,2021-10-03,45-54,BE,Private,Email,Organic Search
C035305,2024-11-20,18-24,TG,Private,Email,Partner
C035306,2022-12-19,35-44,AG,Private,Email,Social Media
C035307,2020-09-10,25-34,ZH,Private,WhatsApp,Organic Search
C035308,2021-03-29,35-44,VD,Private,WhatsApp,Direct
C035309,2021-07-07,65+,VD,Private,Email,Organic Search
C035310,2023-04-19,45-54,BE,Private,WhatsApp,Direct
C035311,2023-05-18,55-64,UR,Private,Phone,Paid Search
C035312,2023-01-13,35-44,GE,Business,Phone,Social Media
C035313,2023-11-17,65+,VD,Private,Phone,Partner
C035314,2023-03-30,25-34,BE,Private,Email,Direct
C035315,2022-03-23,25-34,SG,Private,Email,Organic Search
C035316,2019-10-16,35-44,VD,Private,Phone,Dealer Referral
C035317,2023-11-17,18-24,ZH,Private,SMS,Organic Search
C035318,2021-01-25,45-54,ZG,Private,Email,Paid Search
C035319,2021-07-14,35-44,GE,Private,Email,Partner
C035320,2022-03-10,18-24,FR,Private,Email,Direct
C035321,2022-05-20,25-34,LU,Private,Email,Paid Search
C035322,2023-03-12,25-34,ZH,Private,Email,Paid Search
C035323,2023-03-30,35-44,BL,Private,Email,Paid Search
C035324,2021-09-14,35-44,GL,Fleet,WhatsApp,Organic Search
C035325,2023-11-29,25-34,VD,Private,Phone,Paid Search
C035326,2022-10-17,55-64,BS,Private,Email,Organic Search
C035327,2023-03-07,25-34,GE,Private,WhatsApp,Organic Search
C035328,2022-07-15,55-64,BL,Private,Email,Organic Search
C035329,2024-12-15,25-34,VS,Private,Email,Organic Search
C035330,2021-08-20,25-34,BE,Private,Email,Direct
C035331,2022-08-09,45-54,BL,Private,Email,Direct
C035332,2021-01-07,35-44,ZH,Private,WhatsApp,Organic Search
C035333,2021-11-14,55-64,ZH,Business,WhatsApp,Partner
C035334,2023-11-13,18-24,ZH,Private,Phone,Dealer Referral
C035335,2023-04-25,45-54,SZ,Private,WhatsApp,Paid Search
C035336,2022-09-30,25-34,VD,Fleet,Phone,Direct
C035337,2020-11-03,35-44,ZG,Private,Email,Organic Search
C035338,2021-07-11,35-44,LU,Private,Email,Paid Search
C035339,2023-09-16,35-44,BS,Private,Email,Organic Search
C035340,2019-12-16,18-24,GE,Private,Email,Social Media
C035341,2021-11-25,25-34,ZH,Private,Email,Dealer Referral
C035342,2021-02-01,45-54,VD,Private,SMS,Social Media
C035343,2022-06-14,25-34,UR,Private,WhatsApp,Paid Search
C035344,2021-01-16,45-54,VD,Private,Email,Direct
C035345,2021-12-27,35-44,VD,Private,SMS,Social Media
C035346,2023-08-22,35-44,AG,Private,Email,Organic Search
C035347,2021-11-29,65+,FR,Business,Email,Paid Search
C035348,2019-12-27,55-64,GR,Private,Email,Organic Search
C035349,2022-03-22,55-64,SO,Private,WhatsApp,Dealer Referral
C035350,2020-09-06,35-44,BE,Private,SMS,Paid Search
C035351,2020-10-09,55-64,FR,Private,Email,Organic Search
C035352,2022-09-28,55-64,ZH,Private,Email,Direct
C035353,2021-09-27,55-64,SZ,Private,Email,Organic Search
C035354,2021-03-02,45-54,FR,Business,Email,Partner
C035355,2025-02-14,45-54,ZH,Private,Email,Social Media
C035356,2020-09-16,55-64,GR,Business,Email,Organic Search
C035357,2021-06-17,35-44,VD,Private,Email,Organic Search
C035358,2023-04-06,55-64,VD,Private,Phone,Social Media
C035359,2021-11-05,35-44,VD,Private,WhatsApp,Dealer Referral
C035360,2020-11-19,25-34,BL,Business,WhatsApp,Paid Search
C035361,2023-06-26,18-24,LU,Private,Phone,Direct
C035362,2022-04-01,35-44,TG,Private,WhatsApp,Paid Search
C035363,2022-12-23,25-34,AG,Private,Email,Direct
C035364,2020-08-20,45-54,ZH,Private,WhatsApp,Organic Search
C035365,2021-07-11,65+,VD,Private,Phone,Partner
C035366,2020-12-16,55-64,BE,Private,Phone,Dealer Referral
C035367,2020-01-12,45-54,TG,Private,Email,Organic Search
C035368,2023-05-05,45-54,ZH,Private,Phone,Paid Search
C035369,2022-06-29,18-24,GE,Private,Email,Dealer Referral
C035370,2020-09-24,55-64,,Private,Email,Organic Search
C035371,2023-06-13,45-54,AG,Private,Email,Organic Search
C035372,2021-12-06,25-34,TG,Private,Phone,  partner 
C035373,2020-04-09,55-64,BL,Fleet,Email,Direct
C035374,2022-11-22,35-44,ZG,Business,Phone,Dealer Referral
C035375,2021-07-18,35-44,VD,Private,WhatsApp,Paid Search
C035376,2021-04-29,55-64,GE,Private,SMS,Organic Search
C035377,2022-05-18,35-44,VD,Business,Email,Social Media
C035378,2021-05-01,18-24,ZG,Private,Email,Direct
C035379,2019-08-14,25-34,BL,Private,Email,Social Media
C035380,2022-11-16,25-34,BS,Private,Phone,Organic Search
C035381,2020-07-23,18-24,VD,Private,Email,Organic Search
C035382,2022-02-12,55-64,ZH,Private,WhatsApp,Direct
C035383,2023-07-18,35-44,BE,Private,Email,Dealer Referral
C035384,2021-03-22,65+,ZH,Business,SMS,Social Media
C035385,2022-07-27,55-64,BE,Private,Email,Organic Search
C035386,2022-02-10,25-34,ZH,Private,Phone,Dealer Referral
C035387,2021-07-08,35-44,VD,Business,WhatsApp,Organic Search
C035388,2021-02-20,25-34,SO,Private,SMS,Direct
C035389,2019-12-12,18-24,AG,Private,Phone,Social Media
C035390,2023-09-07,25-34,ZH,Private,Email,Paid Search
C035391,2021-04-08,55-64,BE,Private,Phone,Dealer Referral
C035392,2023-03-16,55-64,BE,Private,Email,Dealer Referral
C035393,2022-02-25,55-64,ZG,Fleet,SMS,Paid Search
C035394,2022-12-02,25-34,GE,Private,Email,Paid Search
C035395,2023-05-11,18-24,LU,Private,Phone,Direct
C035396,2022-09-07,35-44,BE,Business,Email,Direct
C035397,2022-01-10,25-34,SH,Business,Email,Dealer Referral
C035398,2023-02-02,55-64,FR,Private,WhatsApp,Social Media
C035399,2022-10-05,35-44,GL,Private,SMS,Organic Search
C035400,2021-11-13,18-24,LU,Private,Email,Direct
C035401,2022-07-13,65+,ZH,Private,WhatsApp,Partner
C035402,2024-08-15,35-44,SO,Business,Email,Dealer Referral
C035403,2019-09-28,35-44,ZH,Private,SMS,Organic Search
C035404,2021-10-29,35-44,SG,Private,SMS,Dealer Referral
C035405,2022-02-23,35-44,VD,Private,Phone,Organic Search
C035406,2022-05-07,18-24,BE,Private,SMS,Organic Search
C035407,2024-01-06,25-34,SG,Private,Email,Partner
C035408,2021-04-20,18-24,ZH,Business,Email,Paid Search
C035409,2025-08-07,25-34,TG,Business,SMS,Organic Search
C035410,2023-03-02,25-34,ZH,Fleet,Email,Paid Search
C035411,2019-08-28,65+,BE,Private,WhatsApp,Dealer Referral
C035412,2023-01-16,25-34,BE,Private,Email,Social Media
C035413,2020-06-09,18-24,BE,Private,WhatsApp,Paid Search
C035414,2021-03-15,45-54,VD,Private,Phone,Paid Search
C035415,2020-05-31,45-54,BS,Business,Email,Organic Search
C035416,2025-05-14,45-54,LU,Private,Email,Partner
C035417,2023-03-08,45-54,TI,Private,Phone,Organic Search
C035418,2025-01-28,18-24,ZG,Business,Phone,Direct
C035419,2021-09-13,18-24,SG,Private,Phone,Paid Search
C035420,2020-11-27,45-54,TG,Business,Phone,Partner
C035421,2023-07-21,35-44,SO,Private,SMS,Direct
C035422,2024-05-24,35-44,GE,Business,Email,Partner
C035423,2022-04-17,65+,NE,Private,Phone,Direct
C035424,2023-07-16,35-44,VD,Private,WhatsApp,Paid Search
C035425,2022-10-30,35-44,SG,Private,Email,Direct
C035426,2022-02-20,25-34,ZH,Private,Phone,Paid Search
C035427,2021-09-28,55-64,ZH,Private,Phone,Partner
C035428,2021-11-30,25-34,VD,Private,WhatsApp,Social Media
C035429,2024-09-28,65+,ZH,Private,Email,Direct
C035430,2024-11-28,45-54,JU,Private,WhatsApp,Social Media
C035431,2023-04-10,55-64,ZG,Private,Email,Social Media
C035432,2019-10-09,25-34,TI,Private,WhatsApp,Organic Search
C035433,2022-06-13,55-64,BE,Private,SMS,Paid Search
C035434,2021-01-09,18-24,TG,Business,Phone,Organic Search
C035435,2021-04-21,45-54,BE,Private,WhatsApp,Paid Search
C035436,2022-04-12,35-44,VS,Private,Email,Organic Search
C035437,2023-04-13,45-54,VD,Private,Email,Dealer Referral
C035438,2019-09-27,35-44,BE,Private,Phone,Organic Search
C035439,2021-10-04,25-34,LU,Private,Phone,Social Media
C035440,2022-12-11,35-44,SO,Private,Email,Paid Search
C035441,2021-04-01,45-54,GL,Fleet,Phone,Dealer Referral
C035442,2024-03-24,35-44,ZH,Business,WhatsApp,Paid Search
C035443,2020-10-22,18-24,TI,Private,Email,Dealer Referral
C035444,2022-05-02,35-44,NE,Business,SMS,Organic Search
C035445,2021-04-02,35-44,ZH,Business,Phone,Dealer Referral
C035446,2024-03-22,25-34,VD,Private,Phone,Organic Search
C035447,2021-05-06,45-54,BE,Business,Phone,Partner
C035448,2022-06-15,25-34,ZH,Private,Email,Organic Search
C035449,2022-12-02,45-54,ZH,Private,Email,Direct
C035450,2021-01-03,25-34,BE,Business,SMS,Partner
C035451,2023-09-06,35-44,LU,Private,Phone,Paid Search
C035452,2023-08-22,25-34,ZH,Private,Email,Direct
C035453,2023-10-15,55-64,SZ,Private,Phone,Organic Search
C035454,2022-09-18,35-44,BL,Private,WhatsApp,Dealer Referral
C035455,2023-05-04,18-24,LU,Private,Email,Organic Search
C035456,2020-06-19,35-44,VS,Private,Email,Organic Search
C035457,2021-08-16,35-44,ZH,Private,WhatsApp,Partner
C035458,2023-11-18,65+,ZH,Private,Phone,Paid Search
C035459,2021-12-02,45-54,,Private,Phone,Partner
C035460,2021-07-20,65+,GE,Private,SMS,Dealer Referral
C035461,2022-01-13,25-34,AG,Private,Phone,Paid Search
C035462,2025-03-07,35-44,ZH,Private,Phone,Social Media
C035463,2022-11-23,45-54,ZG,Private,Email,Organic Search
C035464,2023-11-01,35-44,BE,Business,WhatsApp,Social Media
C035465,2022-08-28,25-34,ZH,Private,Email,Organic Search
C035466,2020-12-31,65+,AG,Business,Phone,Direct
C035467,2022-03-26,25-34,ZH,Private,SMS,Dealer Referral
C035468,2021-11-19,45-54,AI,Fleet,Phone,Organic Search
C035469,2021-07-02,35-44,NE,Private,Email,Social Media
C035470,2023-07-14,35-44,VS,Private,Phone,Organic Search
C035471,2022-10-24,35-44,GE,Private,WhatsApp,Organic Search
C035472,2022-09-17,18-24,VD,Fleet,Phone,Social Media
C035473,2024-03-20,65+,ZH,Private,WhatsApp,Dealer Referral
C035474,2022-09-01,25-34,ZH,Private,Email,Direct
C035475,2021-03-23,65+,NE,Private,Email,Direct
C035476,2020-08-15,65+,SG,Private,Email,Organic Search
C035477,2023-01-08,45-54,TG,Private,Phone,Social Media
C035478,2021-09-04,25-34,SZ,Private,WhatsApp,Organic Search
C035479,2022-11-13,35-44,VD,Fleet,Phone,Organic Search
C035480,2023-08-23,35-44,SG,Business,Phone,Dealer Referral
C035481,2024-03-10,25-34,GR,Private,Email,Paid Search
C035482,2022-04-17,65+,ZH,Private,Email,Dealer Referral
C035483,2020-05-12,45-54,VD,Private,Email,Organic Search
C035484,2024-05-31,35-44,LU,Private,WhatsApp,Social Media
C035485,2020-12-12,35-44,AG,Private,WhatsApp,Social Media
C035486,2021-12-01,35-44,VD,Private,WhatsApp,Direct
C035487,2023-12-30,25-34,FR,Business,Email,Partner
C035488,2022-03-14,45-54,TI,Private,SMS,Direct
C035489,2022-04-07,35-44,ZH,Private,SMS,Organic Search
C035490,2022-10-25,35-44,AG,Private,WhatsApp,Dealer Referral
C035491,2021-03-22,35-44,BL,Business,Email,Partner
C035492,2021-10-18,45-54,JU,Private,Email,Direct
C035493,2023-09-05,25-34,NW,Private,Email,Direct
C035494,2022-12-28,35-44,VS,Business,Phone,Organic Search
C035495,2023-07-21,25-34,LU,Private,Email,Organic Search
C035496,2023-07-20,25-34,VD,Business,Phone,Paid Search
C035497,2020-10-03,65+,ZH,Private,WhatsApp,Dealer Referral
C035498,2022-07-26,65+,ZH,Business,Email,Paid Search
C035499,2022-03-07,55-64,SG,Business,Email,Social Media
C035500,2022-11-24,25-34,JU,Fleet,Phone,Direct
C035501,2022-09-07,35-44,BE,Private,Phone,Dealer Referral
C035502,2025-11-26,35-44,FR,Business,Email,Partner
C035503,2021-09-08,55-64,BE,Private,WhatsApp,Dealer Referral
C035504,2021-01-09,55-64,ZH,Private,Email,Direct
C035505,2020-11-19,55-64,AG,Private,SMS,Paid Search
C035506,2022-10-25,35-44,VD,Private,Phone,Dealer Referral
C035507,2021-11-02,25-34,VD,Private,Email,Dealer Referral
C035508,2022-03-03,35-44,VS,Private,SMS,Dealer Referral
C035509,2020-01-30,65+,TI,Private,Email,Partner
C035510,2021-09-01,65+,VD,Private,SMS,Social Media
C035511,2022-03-07,45-54,BL,Private,Email,Organic Search
C035512,2021-08-15,25-34,AG,Private,Phone,Paid Search
C035513,2020-09-30,45-54,FR,Private,Phone,Direct
C035514,2022-11-05,65+,LU,Fleet,WhatsApp,Dealer Referral
C035515,2021-03-21,35-44,GR,Private,Phone,Organic Search
C035516,2021-01-07,35-44,SO,Fleet,WhatsApp,Direct
C035517,2020-04-29,35-44,BL,Private,Email,Dealer Referral
C035518,2022-06-07,45-54,ZH,Private,Email,Partner
C035519,2021-10-10,25-34,TI,Private,SMS,Paid Search
C035520,2021-01-23,25-34,LU,Private,Phone,Direct
C035521,2025-08-16,35-44,VD,Private,Email,Organic Search
C035522,2021-01-11,25-34,ZH,Private,SMS,Social Media
C035523,2022-10-16,25-34,LU,Private,SMS,Organic Search
C035524,2020-12-21,35-44,VD,Private,Email,Organic Search
C035525,2024-09-03,35-44,ZG,Private,Phone,Partner
C035526,2022-09-19,35-44,ZH,Private,WhatsApp,Partner
C035527,2021-12-17,25-34,SG,Business,SMS,Direct
C035528,2022-08-12,55-64,ZH,Private,Phone,Direct
C035529,2024-11-21,35-44,SO,Private,SMS,Organic Search
C035530,2023-03-15,35-44,BE,Private,Phone,Paid Search
C035531,2023-06-09,45-54,VD,Private,SMS,Direct
C035532,2021-04-26,35-44,TI,Fleet,Phone,Organic Search
C035533,2024-05-18,45-54,ZH,Business,Phone,Paid Search
C035534,2021-07-07,45-54,SG,Private,SMS,Organic Search
C035535,2021-09-05,35-44,ZH,Private,Email,Organic Search
C035536,2023-04-29,65+,SH,Private,Email,Organic Search
C035537,2023-03-15,18-24,VD,Private,Phone,Dealer Referral
C035538,2022-01-15,35-44,GR,Private,Phone,Social Media
C035539,2020-09-30,55-64,ZH,Business,SMS,Paid Search
C035540,2022-11-08,45-54,ZH,Private,Email,Direct
C035541,2021-07-17,45-54,ZH,Private,Email,Social Media
C035542,2022-10-14,55-64,ZH,Private,Phone,Paid Search
C035543,2021-08-15,25-34,JU,Private,Email,Paid Search
C035544,2024-01-31,65+,FR,Private,Email,Dealer Referral
C035545,2023-03-02,35-44,ZH,Private,Email,Organic Search
C035546,2021-04-20,55-64,GR,Private,Email,Dealer Referral
C035547,2022-06-12,45-54,GE,Business,Phone,Dealer Referral
C035548,2022-12-15,45-54,BE,Private,Email,Direct
C035549,2021-04-11,45-54,NE,Private,SMS,Direct
C035550,2022-04-03,25-34,ZH,Private,Email,Direct
C035551,2022-10-15,55-64,VD,Private,Phone,Organic Search
C035552,2021-04-11,45-54,SG,Private,WhatsApp,Paid Search
C035553,2024-11-12,55-64,GR,Private,WhatsApp,Dealer Referral
C035554,2022-09-02,65+,SO,Private,SMS,Paid Search
C035555,2022-06-01,45-54,TI,Private,Email,Dealer Referral
C035556,2022-04-03,55-64,ZH,Private,Email,Dealer Referral
C035557,2023-01-24,25-34,ZH,Fleet,WhatsApp,Direct
C035558,2024-08-04,25-34,VD,Private,Email,Dealer Referral
C035559,2021-06-01,45-54,SG,Private,WhatsApp,Dealer Referral
C035560,2022-10-10,25-34,ZH,Private,WhatsApp,Paid Search
C035561,2021-04-14,45-54,BS,Private,Email,Dealer Referral
C035562,2024-01-28,45-54,VD,Private,Phone,Paid Search
C035563,2024-01-19,45-54,LU,Private,Phone,Organic Search
C035564,2024-07-05,35-44,BE,Private,SMS,Social Media
C035565,2021-07-24,45-54,ZG,Private,Email,Direct
C035566,2023-05-28,35-44,FR,Private,Email,Direct
C035567,2020-10-02,45-54,TG,Private,Email,Paid Search
C035568,2023-07-31,18-24,ZH,Private,Phone,Direct
C035569,2021-02-04,65+,BL,Private,Phone,Organic Search
C035570,2022-09-15,35-44,ZH,Private,Phone,Direct
C035571,2021-12-20,25-34,BL,Private,Email,Social Media
C035572,2024-04-19,25-34,BE,Private,Email,Organic Search
C035573,2020-08-13,55-64,VD,Private,Phone,Dealer Referral
C035574,2021-11-13,35-44,ZH,Private,Phone,Direct
C035575,2022-08-28,25-34,BS,Business,Email,Social Media
C035576,2021-09-24,55-64,SH,Private,Phone,Paid Search
C035577,2020-08-26,45-54,ZH,Business,Phone,Organic Search
C035578,2023-11-21,45-54,GL,Business,WhatsApp,Partner
C035579,2024-03-27,45-54,ZH,Private,WhatsApp,Social Media
C035580,2022-08-07,45-54,LU,Fleet,Phone,Paid Search
C035581,2022-10-20,55-64,GR,Private,Email,Organic Search
C035582,2022-12-08,35-44,BE,Fleet,WhatsApp,Paid Search
C035583,2021-07-10,55-64,VD,Private,Email,Paid Search
C035584,2021-03-16,65+,VD,Private,Email,Social Media
C035585,2023-06-07,55-64,BL,Business,Phone,Organic Search
C035586,2019-12-30,25-34,ZH,Private,Email,Organic Search
C035587,2020-12-18,45-54,SG,Private,SMS,Paid Search
C035588,2023-01-29,55-64,ZH,Private,Email,Social Media
C035589,2021-03-26,35-44,FR,Private,Email,Dealer Referral
C035590,2021-03-02,45-54,SO,Private,Email,Dealer Referral
C035591,2020-10-05,65+,GE,Private,Phone,Organic Search
C035592,2020-08-13,35-44,LU,Private,Phone,Direct
C035593,2023-08-15,45-54,TG,Private,SMS,Organic Search
C035594,2021-10-15,35-44,VD,Private,Email,Organic Search
C035595,2024-01-08,45-54,BE,Business,Phone,Paid Search
C035596,2021-07-10,55-64,VS,Business,Email,Paid Search
C035597,2023-02-24,65+,ZH,Business,Email,Social Media
C035598,2021-07-07,25-34,ZH,Private,SMS,Organic Search
C035599,2019-10-12,65+,TI,Private,Email,Social Media
C035600,2020-02-29,18-24,LU,Fleet,Phone,Direct
C035601,2020-12-11,18-24,SG,Private,Email,Social Media
C035602,2024-03-21,25-34,SO,Private,WhatsApp,Paid Search
C035603,2019-09-18,35-44,BE,Fleet,Phone,Dealer Referral
C035604,2021-08-12,55-64,ZG,Private,Email,Direct
C035605,2021-01-13,25-34,SO,Private,Email,Organic Search
C035606,2024-02-28,35-44,LU,Private,Email,Paid Search
C035607,2023-01-30,35-44,ZH,Private,Email,Direct
C035608,2024-11-18,25-34,BE,Private,Email,Paid Search
C035609,2021-06-06,18-24,TI,Private,Phone,Paid Search
C035610,2022-08-05,65+,ZH,Private,Phone,Organic Search
C035611,2024-01-17,25-34,TG,Private,Email,Social Media
C035612,2022-06-18,55-64,BL,Private,SMS,Dealer Referral
C035613,2023-08-17,35-44,BE,Private,Email,Paid Search
C035614,2022-01-16,18-24,VS,Private,WhatsApp,Dealer Referral
C035615,2023-05-17,25-34,ZH,Private,Email,Direct
C035616,2023-11-18,35-44,GE,Fleet,Email,Direct
C035617,2019-12-13,65+,NE,Fleet,Phone,Organic Search
C035618,2022-04-27,25-34,SZ,Private,Phone,Organic Search
C035619,2023-12-11,55-64,BE,Business,Email,Organic Search
C035620,2021-06-17,45-54,VS,Private,SMS,Organic Search
C035621,2021-10-12,35-44,ZH,Private,Email,Dealer Referral
C035622,2021-01-26,45-54,GE,Fleet,WhatsApp,Paid Search
C035623,2022-08-09,55-64,ZH,Private,Email,Social Media
C035624,2021-11-01,55-64,NE,Business,WhatsApp,Partner
C035625,2021-03-01,35-44,BE,Fleet,Phone,Dealer Referral
C035626,2022-11-27,65+,BL,Private,Email,Direct
C035627,2022-01-03,45-54,VD,Private,WhatsApp,Partner
